,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,.,CC,CD,DT,IN,JJ,NN,NNS,PDT,POS,PRP,RB,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WP,",",EX,PRP$,UH,JJR,MD,WDT,WRB,RBR,NNP,JJS,'',$
299,207-0.flo.cex,0.3065015479876161,323.0,99.0,5.753623188405797,10.0,4.0,30.0,69.0,6.0,0.0,42.0,16.0,5.0,49.0,3.0,0.0,1.0,29.0,44.0,7.0,5.0,25.0,1.0,13.0,0.0,19.0,27.0,19.0,4.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
300,559-0.flo.cex,0.6060606060606061,66.0,40.0,10.428571428571429,0.0,0.0,2.0,7.0,8.0,0.0,10.0,3.0,2.0,10.0,2.0,0.0,3.0,5.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,030-0.flo.cex,0.49171270718232046,181.0,89.0,11.647058823529411,0.0,0.0,0.0,17.0,7.0,2.0,33.0,22.0,5.0,40.0,7.0,0.0,0.0,9.0,6.0,2.0,2.0,0.0,1.0,12.0,2.0,3.0,20.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
302,023-0.flo.cex,0.6043956043956044,91.0,55.0,10.1,2.0,0.0,1.0,10.0,2.0,0.0,11.0,8.0,4.0,14.0,1.0,0.0,3.0,8.0,7.0,1.0,3.0,5.0,2.0,8.0,0.0,4.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
303,642-0.flo.cex,0.6555555555555556,90.0,59.0,7.428571428571429,2.0,0.0,2.0,14.0,4.0,0.0,11.0,7.0,3.0,10.0,5.0,0.0,1.0,13.0,9.0,0.0,0.0,3.0,2.0,4.0,0.0,3.0,6.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,005-0.flo.cex,0.6545454545454545,55.0,36.0,7.111111111111111,0.0,1.0,2.0,9.0,0.0,0.0,9.0,2.0,1.0,12.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,157-2.flo.cex,0.6283185840707964,113.0,71.0,12.4,1.0,1.0,4.0,10.0,7.0,0.0,10.0,8.0,3.0,14.0,2.0,1.0,1.0,13.0,11.0,3.0,4.0,10.0,4.0,5.0,3.0,0.0,7.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,470-1.flo.cex,0.5867768595041323,121.0,71.0,6.761904761904762,1.0,3.0,5.0,21.0,3.0,0.0,8.0,8.0,1.0,13.0,3.0,1.0,0.0,19.0,4.0,2.0,5.0,10.0,1.0,13.0,0.0,4.0,14.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,260-1.flo.cex,0.72,50.0,36.0,7.25,1.0,0.0,0.0,8.0,0.0,1.0,9.0,2.0,1.0,12.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,488-0.flo.cex,0.6153846153846154,65.0,40.0,10.285714285714286,0.0,0.0,1.0,7.0,2.0,0.0,9.0,9.0,1.0,10.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
